"Lemma" "Source"
"941" "alexandrine" "alexandrines"
"942" "alexithymia" "alexithymias"
"943" "alfa" "alfas"
"944" "alfalfa" "alfalfas"
"945" "alga" "algae"
"946" "alga" "algas"
"947" "algebra" "algebras"
"948" "Algerian" "Algerians"
"949" "alginate" "alginates"
"950" "algorithm" "algorithms"
"951" "alias" "aliased"
"952" "alias" "aliases"
"953" "alias" "aliasing"
"954" "alibi" "alibis"
"955" "alien" "aliens"
"956" "alienate" "alienated"
"957" "alienate" "alienates"
"958" "alienate" "alienating"
"959" "alienation" "alienations"
"960" "alight" "alighted"
"961" "alight" "alighting"
"962" "alight" "alights"
"963" "alight" "alit"
"964" "align" "aligned"
"965" "align" "aligning"
"966" "align" "aligns"
"967" "alignment" "alignments"
"968" "aliment" "aliments"
"969" "aliquot" "aliquots"
"970" "alkali" "alkalies"
"971" "alkali" "alkalis"
"972" "alkalinity" "alkalinities"
"973" "alkaloid" "alkaloids"
"974" "alkalosis" "alkaloses"
"975" "alkane" "alkanes"
"976" "alkene" "alkenes"
"977" "alkyl" "alkyls"
"978" "alkylation" "alkylations"
"979" "alkyne" "alkynes"
"980" "allantoin" "allantoins"
"981" "allay" "allayed"
"982" "allay" "allaying"
"983" "allay" "allays"
"984" "allegation" "allegations"
"985" "allege" "alleged"
"986" "allege" "alleges"
"987" "allege" "alleging"
"988" "allegiance" "allegiances"
"989" "allegory" "allegories"
"990" "allele" "alleles"
"991" "allergen" "allergens"
"992" "allergenicity" "allergenicities"
"993" "allergy" "allergies"
"994" "alleviate" "alleviated"
"995" "alleviate" "alleviates"
"996" "alleviate" "alleviating"
"997" "alley" "alleys"
"998" "alleyway" "alleyways"
"999" "alley-way" "alley-ways"
"1000" "alliance" "alliances"
"1001" "alligator" "alligators"
"1002" "alliteration" "alliterations"
"1003" "allium" "alliums"
"1004" "alloantibody" "alloantibodies"
"1005" "allocate" "allocated"
"1006" "allocate" "allocates"
"1007" "allocate" "allocating"
"1008" "allocation" "allocations"
"1009" "allocator" "allocators"
"1010" "allograft" "allografts"
"1011" "allophone" "allophones"
"1012" "allot" "allots"
"1013" "allot" "allotted"
"1014" "allot" "allotting"
"1015" "allotment" "allotments"
"1016" "allow" "allowed"
"1017" "allow" "allowing"
"1018" "allow" "allows"
"1019" "allowance" "allowances"
"1020" "alloy" "alloyed"
"1021" "alloy" "alloying"
"1022" "alloy" "alloys"
"1023" "all-rounder" "all-rounders"
"1024" "all-rounder" "all-rounders."
"1025" "allspice" "allspices"
"1026" "allude" "alluded"
"1027" "allude" "alludes"
"1028" "allude" "alluding"
"1029" "allure" "allured"
"1030" "allure" "allures"
"1031" "allure" "alluring"
"1032" "allurement" "allurements"
"1033" "allusion" "allusions"
"1034" "alluvium" "alluvia"
"1035" "alluvium" "alluviums"
"1036" "ally" "allied"
"1037" "ally" "allies"
"1038" "ally" "allying"
"1039" "almanac" "almanacs"
"1040" "almond" "almonds"
"1041" "almshouse" "almshouses"
"1042" "aloe" "aloes"
"1043" "aloha" "alohas"
"1044" "alopecia" "alopecias"
"1045" "alpaca" "alpacas"
"1046" "alpha" "alphas"
"1047" "alphabet" "alphabets"
"1048" "alphabetize" "alphabetized"
"1049" "alphabetize" "alphabetizes"
"1050" "alphabetize" "alphabetizing"
"1051" "alpha-blocker" "alpha-blockers"
"1052" "alpha-helix" "alpha-helices"
"1053" "alpha-helix" "alpha-helixes"
"1054" "alpine" "alpines"
"1055" "Alsatian" "Alsatians"
"1056" "also-ran" "also-rans"
"1057" "altar" "altars"
"1058" "alter" "altered"
"1059" "alter" "altering"
"1060" "alter" "alters"
"1061" "alteration" "alterations"
"1062" "alteration" "altercations"
"1063" "altercation" "altercations"
"1064" "alternate" "alternated"
"1065" "alternate" "alternates"
"1066" "alternate" "alternating"
"1067" "alternation" "alternations"
"1068" "alternative" "alternatives"
"1069" "alternator" "alternators"
"1070" "altimeter" "altimeters"
"1071" "altitude" "altitudes"
"1072" "alto" "altos"
"1073" "altruism" "altruisms"
"1074" "aluminium" "aluminiums"
"1075" "aluminum" "aluminums"
"1076" "alumna" "alumnae"
"1077" "alumnus" "alumni"
"1078" "alveolus" "alveoli"
"1079" "amah" "amahs"
"1080" "amalgam" "amalgams"
"1081" "amalgamate" "amalgamated"
"1082" "amalgamate" "amalgamates"
"1083" "amalgamate" "amalgamating"
"1084" "amalgamation" "amalgamations"
"1085" "amanuensis" "amanuenses"
"1086" "amaranth" "amaranths"
"1087" "amass" "amassed"
"1088" "amass" "amasses"
"1089" "amass" "amassing"
"1090" "amateur" "amateurs"
"1091" "amaze" "amazed"
"1092" "amaze" "amazes"
"1093" "amaze" "amazing"
"1094" "amazon" "amazons"
"1095" "ambassador" "ambassadors"
"1096" "ambiance" "ambiances"
"1097" "ambience" "ambiences"
"1098" "ambiguity" "ambiguities"
"1099" "ambit" "ambits"
"1100" "ambition" "ambitions"
"1101" "amble" "ambled"
"1102" "amble" "ambles"
"1103" "amble" "ambling"
"1104" "amblyopia" "amblyopias"
"1105" "ambulance" "ambulances"
"1106" "ambulanceman" "ambulancemen"
"1107" "ambulation" "ambulations"
"1108" "ambush" "ambushed"
"1109" "ambush" "ambushes"
"1110" "ambush" "ambushing"
"1111" "ameliorate" "ameliorated"
"1112" "ameliorate" "ameliorates"
"1113" "ameliorate" "ameliorating"
"1114" "amelioration" "ameliorations"
"1115" "amen" "amens"
"1116" "amend" "amended"
"1117" "amend" "amending"
"1118" "amend" "amends"
"1119" "amendment" "amendments"
"1120" "amenity" "amenities"
"1121" "amenorrhea" "amenorrheas"
"1122" "amenorrhoea" "amenorrhoeas"
"1123" "amerce" "amerced"
"1124" "amerce" "amerces"
"1125" "amerce" "amercing"
"1126" "American" "Americans"
"1127" "americanise" "americanised"
"1128" "americanise" "americanises"
"1129" "americanise" "americanising"
"1130" "Americanism" "Americanisms"
"1131" "Americanize" "Americanized"
"1132" "Americanize" "Americanizes"
"1133" "Americanize" "Americanizing"
"1134" "amethyst" "amethysts"
"1135" "amide" "amides"
"1136" "amine" "amines"
"1137" "aminoacid" "aminoacids"
"1138" "amino-acid" "amino-acids"
"1139" "aminoglycoside" "aminoglycosides"
"1140" "amir" "amirs"
"1141" "ammeter" "ammeters"
"1142" "ammonia" "ammonias"
"1143" "ammonite" "ammonites"
"1144" "ammonium" "ammoniums"
"1145" "ammunition" "ammunitions"
"1146" "amnesia" "amnesias"
"1147" "amnesty" "amnesties"
"1148" "amniocentesis" "amniocenteses"
"1149" "amoeba" "amoebae"
"1150" "amoeba" "amoebas"
"1151" "amor" "amors"
"1152" "amortisation" "amortisations"
"1153" "amortise" "amortised"
"1154" "amortise" "amortises"
"1155" "amortise" "amortising"
"1156" "amortization" "amortizations"
"1157" "amortize" "amortized"
"1158" "amortize" "amortizes"
"1159" "amortize" "amortizing"
"1160" "amount" "amounted"
"1161" "amount" "amounting"
"1162" "amount" "amounts"
"1163" "amour" "amours"
"1164" "amp" "amps"
"1165" "amperage" "amperages"
"1166" "ampere" "amperes"
"1167" "ampère" "ampères"
"1168" "ampersand" "ampersands"
"1169" "amphetamine" "amphetamines"
"1170" "amphibian" "amphibians"
"1171" "amphibole" "amphiboles"
"1172" "amphipod" "amphipods"
"1173" "amphitheater" "amphitheaters"
"1174" "amphitheatre" "amphitheatres"
"1175" "amphora" "amphorae"
"1176" "amphora" "amphoras"
"1177" "amphotericin" "amphotericins"
"1178" "ample" "ampler"
"1179" "ample" "amplest"
"1180" "amplicon" "amplicons"
"1181" "amplification" "amplifications"
"1182" "amplifier" "amplifiers"
"1183" "amplify" "amplified"
"1184" "amplify" "amplifies"
"1185" "amplify" "amplifying"
"1186" "amplitude" "amplitudes"
"1187" "ampoule" "ampoules"
"1188" "amputate" "amputated"
"1189" "amputate" "amputates"
"1190" "amputate" "amputating"
"1191" "amputation" "amputations"
"1192" "amputee" "amputees"
"1193" "amulet" "amulets"
"1194" "amuse" "amused"
"1195" "amuse" "amuses"
"1196" "amuse" "amusing"
"1197" "amusement" "amusements"
"1198" "amygdala" "amygdalae"
"1199" "amygdala" "amygdalas"
"1200" "amyl" "amyls"
"1201" "amylase" "amylases"
"1202" "amyloid" "amyloids"
"1203" "amyloidosis" "amyloidoses"
"1204" "anachronism" "anachronisms"
"1205" "anaconda" "anacondas"
"1206" "anaemia" "anaemias"
"1207" "anaerobe" "anaerobes"
"1208" "anaesthesia" "anaesthesias"
"1209" "anaesthesiologist" "anaesthesiologists"
"1210" "anaesthetic" "anaesthetics"
"1211" "anaesthetise" "anaesthetised"
"1212" "anaesthetise" "anaesthetises"
"1213" "anaesthetise" "anaesthetising"
"1214" "anaesthetist" "anaesthetists"
"1215" "anaesthetize" "anaesthetized"
"1216" "anaesthetize" "anaesthetizes"
"1217" "anaesthetize" "anaesthetizing"
"1218" "anagram" "anagrams"
"1219" "analgesia" "analgesias"
"1220" "analgesic" "analgesics"
"1221" "analog" "analogs"
"1222" "analogue" "analogues"
"1223" "analogy" "analogies"
"1224" "analysand" "analysands"
"1225" "analyse" "analysed"
"1226" "analyse" "analyses"
"1227" "analyse" "analysing"
"1228" "analyser" "analysers"
"1229" "analysis" "analyses"
"1230" "analyst" "analysts"
"1231" "analyte" "analytes"
"1232" "analytic" "analytical"
"1233" "analyze" "analyzed"
"1234" "analyze" "analyzes"
"1235" "analyze" "analyzing"
"1236" "analyzer" "analyzers"
"1237" "anapaest" "anapaests"
"1238" "anaphylaxis" "anaphylaxes"
"1239" "anarchist" "anarchists"
"1240" "anarchy" "anarchies"
"1241" "anastomosis" "anastomoses"
"1242" "anathema" "anathemas"
"1243" "anathema" "anathemata"
"1244" "anatomist" "anatomists"
"1245" "anatomy" "anatomies"
"1246" "ancestor" "ancestors"
"1247" "ancestry" "ancestries"
"1248" "anchor" "anchored"
"1249" "anchor" "anchoring"
"1250" "anchor" "anchors"
"1251" "anchorage" "anchorages"
"1252" "anchoress" "anchoresses"
"1253" "anchorite" "anchorites"
"1254" "anchorman" "anchormen"
"1255" "anchovy" "anchovies"
"1256" "ancient" "ancients"
"1257" "ancillary" "ancillaries"
"1258" "and" "'n'"
"1259" "andante" "andantes"
"1260" "androgen" "androgens"
"1261" "android" "androids"
"1262" "anecdote" "anecdotes"
"1263" "anemia" "anemias"
"1264" "anemometer" "anemometers"
"1265" "anemone" "anemones"
"1266" "anesthesia" "anesthesias"
"1267" "anesthesiologist" "anesthesiologists"
"1268" "anesthetic" "anesthetics"
"1269" "anesthetist" "anesthetists"
"1270" "anesthetize" "anesthetized"
"1271" "anesthetize" "anesthetizes"
"1272" "anesthetize" "anesthetizing"
"1273" "aneuploidy" "aneuploidies"
"1274" "aneurysm" "aneurysms"
"1275" "angel" "angels"
"1276" "angelfish" "angelfishes"
"1277" "angelica" "angelicas"
"1278" "anger" "angered"
"1279" "anger" "angering"
"1280" "anger" "angers"
"1281" "angina" "anginas"
"1282" "angioedema" "angioedemas"
"1283" "angioedema" "angioedemata"
"1284" "angiogenesis" "angiogeneses"
"1285" "angiogram" "angiograms"
"1286" "angiography" "angiographies"
"1287" "angiosperm" "angiosperms"
"1288" "angiotensin" "angiotensins"
"1289" "angle" "angled"
"1290" "angle" "angles"
"1291" "angle" "angling"
"1292" "angler" "anglers"
"1293" "anglican" "anglicans"
"1294" "anglicise" "anglicised"
"1295" "anglicise" "anglicises"
"1296" "anglicise" "anglicising"
"1297" "anglicize" "anglicized"
"1298" "anglicize" "anglicizes"
"1299" "anglicize" "anglicizing"
"1300" "angling" "anglings"
"1301" "anglophone" "anglophones"
"1302" "Anglo-Saxon" "Anglo-Saxons"
"1303" "Angolan" "Angolans"
"1304" "angora" "angoras"
"1305" "angry" "angrier"
"1306" "angry" "angriest"
"1307" "angstrom" "angstroms"
"1308" "angularity" "angularities"
"1309" "angulation" "angulations"
"1310" "anhydrase" "anhydrases"
"1311" "anhydride" "anhydrides"
"1312" "aniline" "anilines"
"1313" "animal" "animals"
"1314" "animate" "animated"
"1315" "animate" "animates"
"1316" "animate" "animating"
"1317" "animation" "animations"
"1318" "animator" "animators"
"1319" "animist" "animists"
"1320" "animosity" "animosities"
"1321" "anion" "anions"
"1322" "anisotropy" "anisotropies"
"1323" "ankle" "ankles"
"1324" "anklet" "anklets"
"1325" "ankylose" "ankylosed"
"1326" "ankylose" "ankyloses"
"1327" "ankylose" "ankylosing"
"1328" "anna" "annas"
"1329" "anneal" "annealed"
"1330" "anneal" "annealing"
"1331" "anneal" "anneals"
"1332" "annex" "annexed"
"1333" "annex" "annexes"
"1334" "annex" "annexing"
"1335" "annexation" "annexations"
"1336" "annexe" "annexed"
"1337" "annexe" "annexes"
"1338" "annexe" "annexing"
"1339" "annihilate" "annihilated"
"1340" "annihilate" "annihilates"
"1341" "annihilate" "annihilating"
"1342" "annihilation" "annihilations"
"1343" "anniversary" "anniversaries"
"1344" "annotate" "annotated"
"1345" "annotate" "annotates"
"1346" "annotate" "annotating"
"1347" "annotation" "annotations"
"1348" "annotator" "annotators"
"1349" "announce" "announced"
"1350" "announce" "announces"
"1351" "announce" "announcing"
"1352" "announcement" "announcements"
"1353" "announcer" "announcers"
"1354" "annoy" "annoyed"
"1355" "annoy" "annoying"
"1356" "annoy" "annoys"
"1357" "annoyance" "annoyances"
"1358" "annual" "annuals"
"1359" "annualise" "annualised"
"1360" "annualise" "annualises"
"1361" "annualise" "annualising"
"1362" "annuitant" "annuitants"
"1363" "annuity" "annuities"
"1364" "annul" "annulled"
"1365" "annul" "annulling"
"1366" "annul" "annuls"
"1367" "annulment" "annulments"
"1368" "annulus" "annuli"
"1369" "annulus" "annuluses"
"1370" "anode" "anodes"
"1371" "anodise" "anodised"
"1372" "anodise" "anodises"
"1373" "anodise" "anodising"
"1374" "anodize" "anodized"
"1375" "anodize" "anodizes"
"1376" "anodize" "anodizing"
"1377" "anodyne" "anodynes"
"1378" "anoint" "anointed"
"1379" "anoint" "anointing"
"1380" "anoint" "anoints"
"1381" "anomaly" "anomalies"
"1382" "anomie" "anomies"
"1383" "anonymise" "anonymised"
"1384" "anonymise" "anonymises"
"1385" "anonymise" "anonymising"
"1386" "anophthalmia" "anophthalmias"
"1387" "anorak" "anoraks"
"1388" "anorexia" "anorexias"
"1389" "anorexic" "anorexics"
"1390" "anoxia" "anoxias"
"1391" "answer" "answered"
"1392" "answer" "answering"
"1393" "answer" "answers"
"1394" "ant" "ants"
"1395" "antacid" "antacids"
"1396" "antagonise" "antagonised"
"1397" "antagonise" "antagonises"
"1398" "antagonise" "antagonising"
"1399" "antagonism" "antagonisms"
"1400" "antagonist" "antagonists"
"1401" "antagonize" "antagonized"
"1402" "antagonize" "antagonizes"
"1403" "antagonize" "antagonizing"
"1404" "ante" "anted"
"1405" "ante" "antes"
"1406" "ante" "anting"
"1407" "anteater" "anteaters"
"1408" "ant-eater" "ant-eaters"
"1409" "antecedent" "antecedents"
"1410" "antechamber" "antechambers"
"1411" "antedate" "antedated"
"1412" "antedate" "antedates"
"1413" "antedate" "antedating"
"1414" "antelope" "antelopes"
"1415" "antenatal" "antenatals"
"1416" "antenna" "antennae"
"1417" "antenna" "antennas"
"1418" "anteroom" "anterooms"
"1419" "anthelmintic" "anthelmintics"
"1420" "anthem" "anthems"
"1421" "anther" "anthers"
"1422" "ant-hill" "ant-hills"
"1423" "anthocyanin" "anthocyanins"
"1424" "anthology" "anthologies"
"1425" "anthracnose" "anthracnoses"
"1426" "anthracycline" "anthracyclines"
"1427" "anthrax" "anthraces"
"1428" "anthropoid" "anthropoids"
"1429" "anthropologist" "anthropologists"
"1430" "anthropology" "anthropologies"
"1431" "anti" "antis"
"1432" "anti-abortionist" "anti-abortionists"
"1433" "antiarrhythmic" "antiarrhythmics"
"1434" "antibacterial" "antibacterials"
"1435" "antibiogram" "antibiograms"
"1436" "antibiotic" "antibiotics"
"1437" "anti-biotic" "anti-biotics"
"1438" "antibody" "antibodies"
"1439" "antic" "antics"
"1440" "anticardiolipin" "anticardiolipins"
"1441" "anticholinergic" "anticholinergics"
"1442" "anticholinesterase" "anticholinesterases"
"1443" "anticipate" "anticipated"
"1444" "anticipate" "anticipates"
"1445" "anticipate" "anticipating"
"1446" "anticipation" "anticipations"
"1447" "anticlimax" "anticlimaxes"
"1448" "anticoagulant" "anticoagulants"
"1449" "anti-coagulant" "anti-coagulants"
"1450" "anticonvulsant" "anticonvulsants"
"1451" "antics" "anticses"
"1452" "anticyclone" "anticyclones"
"1453" "anti-d" "anti-ds"
"1454" "antidepressant" "antidepressants"
"1455" "anti-depressant" "anti-depressants"
"1456" "antidote" "antidotes"
"1457" "antiemetic" "antiemetics"
"1458" "anti-emetic" "anti-emetics"
"1459" "antifreeze" "antifreezes"
"1460" "anti-freeze" "anti-freezes"
"1461" "antifungal" "antifungals"
"1462" "anti-fungal" "anti-fungals"
"1463" "antigen" "antigens"
"1464" "antihero" "antiheroes"
"1465" "anti-hero" "anti-heroes"
"1466" "antihistamine" "antihistamines"
"1467" "anti-histamine" "anti-histamines"
"1468" "antihypertensive" "antihypertensives"
"1469" "anti-inflammatory" "anti-inflammatories"
"1470" "antimacassar" "antimacassars"
"1471" "anti-malarial" "anti-malarials"
"1472" "antimicrobial" "antimicrobials"
"1473" "antinomy" "antinomies"
"1474" "antioxidant" "antioxidants"
"1475" "anti-oxidant" "anti-oxidants"
"1476" "antipathy" "antipathies"
"1477" "antiplatelet" "antiplatelets"
"1478" "antipode" "antipodes"
"1479" "antiproton" "antiprotons"
"1480" "antipsychotic" "antipsychotics"
"1481" "antiquarian" "antiquarians"
"1482" "antiquary" "antiquaries"
"1483" "antique" "antiques"
"1484" "antiquity" "antiquities"
"1485" "antiretroviral" "antiretrovirals"
"1486" "anti-retroviral" "anti-retrovirals"
"1487" "anti-Semite" "anti-Semites"
"1488" "antisense" "antisenses"
"1489" "antiseptic" "antiseptics"
"1490" "antiserum" "antisera"
"1491" "antiserum" "antiserums"
"1492" "antithesis" "antitheses"
"1493" "antitoxin" "antitoxins"
"1494" "antitrypsin" "antitrypsins"
"1495" "antiviral" "antivirals"
"1496" "antivirus" "antiviruses"
"1497" "anti-virus" "anti-viruses"
"1498" "antler" "antlers"
"1499" "antonym" "antonyms"
"1500" "anus" "ani"
"1501" "anus" "anuses"
"1502" "anvil" "anvils"
"1503" "anxiety" "anxieties"
"1504" "aorta" "aortae"
"1505" "aorta" "aortas"
"1506" "apartheid" "apartheids"
"1507" "apartment" "apartments"
"1508" "apatite" "apatites"
"1509" "ape" "aped"
"1510" "ape" "apes"
"1511" "ape" "aping"
"1512" "aperitif" "aperitifs"
"1513" "aperture" "apertures"
"1514" "apex" "apexes"
"1515" "apex" "apices"
"1516" "aphasia" "aphasias"
"1517" "aphasic" "aphasics"
"1518" "aphelion" "aphelia"
"1519" "apheresis" "aphereses"
"1520" "aphid" "aphids"
"1521" "aphorism" "aphorisms"
"1522" "aphrodisiac" "aphrodisiacs"
"1523" "apiary" "apiaries"
"1524" "apnea" "apneas"
"1525" "apnoea" "apnoeas"
"1526" "apocalypse" "apocalypses"
"1527" "apogee" "apogees"
"1528" "apolipoprotein" "apolipoproteins"
"1529" "apologia" "apologiae"
"1530" "apologia" "apologias"
"1531" "apologise" "apologised"
"1532" "apologise" "apologises"
"1533" "apologise" "apologising"
"1534" "apologist" "apologists"
"1535" "apologize" "apologized"
"1536" "apologize" "apologizes"
"1537" "apologize" "apologizing"
"1538" "apology" "apologies"
"1539" "apoplexy" "apoplexies"
"1540" "apoptosis" "apoptoses"
"1541" "aporia" "aporias"
"1542" "apostasy" "apostasies"
"1543" "apostate" "apostates"
"1544" "apostatize" "apostatized"
